,Sales,Quantity,Discount,Profit,First Class,Same Day,Second Class,Standard Class,Consumer,Corporate,Home Office,Central,East,South,West,Furniture,Office Supplies,Technology
5264,21.864,3,0.2,3.5529,1,0,0,0,0,0,1,1,0,0,0,0,1,0
5265,11.76,2,0.0,5.7624,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5266,167.94,3,0.0,82.2906,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5267,3.89,1,0.0,1.0114,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5268,52.44,4,0.0,24.1224,0,0,0,1,0,0,1,0,1,0,0,0,0,1
5269,32.36,4,0.0,11.6496,0,1,0,0,1,0,0,0,0,0,1,1,0,0
5270,406.6,5,0.0,113.848,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5271,27.92,4,0.0,8.0968,0,1,0,0,0,1,0,0,0,0,1,1,0,0
5272,399.672,7,0.2,-14.9877,0,1,0,0,0,1,0,0,0,0,1,1,0,0
5273,3.744,4,0.7,-2.6208,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5274,715.2,3,0.0,178.8,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5275,159.8,4,0.0,70.312,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5276,44.75,5,0.0,8.5025,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5277,340.116,6,0.3,-9.7176,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5278,105.52,4,0.0,48.5392,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5279,13.48,1,0.0,1.8872,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5280,85.52,2,0.0,22.2352,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5281,6.16,2,0.0,2.9568,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5282,36.84,3,0.0,17.3148,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5283,15.84,3,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5284,44.4,3,0.0,22.2,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5285,21.24,9,0.2,7.434,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5286,9.552,8,0.7,-7.3232,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5287,89.991,3,0.7,-152.9847,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5288,163.96,4,0.0,80.3404,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5289,17.904,2,0.2,6.2664,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5290,966.7,5,0.3,-13.81,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5291,182.112,6,0.2,61.4628,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5292,4.464,1,0.2,0.3348,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5293,51.588,1,0.4,-15.4764,0,0,0,1,1,0,0,0,1,0,0,1,0,0
5294,50.4,8,0.0,23.184,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5295,89.568,2,0.2,32.4684,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5296,14.89,1,0.0,4.0203,0,0,0,1,1,0,0,0,1,0,0,1,0,0
5297,543.92,8,0.0,135.98,0,0,0,1,1,0,0,0,1,0,0,0,0,1
5298,4.08,2,0.0,1.9176,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5299,18.9,3,0.0,8.694,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5300,2275.5,10,0.0,386.835,0,0,0,1,0,1,0,0,0,1,0,1,0,0
5301,1979.7,6,0.0,653.301,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5302,62.1,6,0.0,29.808,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5303,37.296,2,0.3,-1.0656,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5304,8.544,2,0.6,-7.476,1,0,0,0,0,0,1,1,0,0,0,1,0,0
5305,68.95,5,0.0,28.959,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5306,296.37,3,0.0,80.0199,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5307,39.98,2,0.0,1.999,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5308,191.058,3,0.3,-46.3998,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5309,13.04,5,0.2,3.912,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5310,1525.188,6,0.8,-2287.782,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5311,9.216,4,0.2,3.3408,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5312,28.048,2,0.2,3.506,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5313,64.96,2,0.0,21.4368,0,0,0,1,0,1,0,0,0,0,1,1,0,0
5314,30.56,4,0.0,14.9744,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5315,187.056,9,0.2,11.691,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5316,11.808,2,0.2,1.3284,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5317,9.656,1,0.2,1.5691,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5318,20.736,4,0.2,7.2576,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5319,27.36,3,0.7,-21.888,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5320,2314.116,7,0.4,-1002.7836,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5321,34.236,4,0.7,-26.2476,1,0,0,0,0,0,1,0,0,1,0,0,1,0
5322,19.76,2,0.2,5.928,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5323,15.96,2,0.0,7.98,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5324,16.9,5,0.0,6.253,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5325,25.08,6,0.0,9.0288,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5326,6.68,2,0.0,2.004,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5327,19.44,3,0.0,9.3312,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5328,31.92,2,0.2,2.394,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5329,33.568,2,0.2,11.7488,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5330,63.94,1,0.0,24.9366,0,0,0,1,1,0,0,0,1,0,0,1,0,0
5331,60.6,5,0.2,20.4525,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5332,22.72,4,0.0,6.5888,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5333,10.68,4,0.0,4.0584,0,0,0,1,1,0,0,0,1,0,0,1,0,0
5334,17.34,3,0.0,8.4966,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5335,3.38,1,0.0,1.5548,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5336,26.976,4,0.2,8.7672,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5337,307.776,7,0.2,111.5688,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5338,244.55,5,0.0,4.891,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5339,12.24,6,0.0,5.7528,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5340,13.98,2,0.0,6.0114,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5341,899.95,5,0.0,53.997,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5342,1.632,1,0.2,0.5508,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5343,267.96,5,0.2,16.7475,0,0,0,1,0,1,0,1,0,0,0,0,0,1
5344,31.95,1,0.0,2.2365,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5345,725.84,4,0.0,210.4936,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5346,10.896,3,0.2,3.9498,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5347,8.544,2,0.2,2.8836,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5348,32.34,3,0.0,15.5232,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5349,39.9,5,0.0,19.95,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5350,143.856,9,0.2,48.5514,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5351,41.92,4,0.2,15.196,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5352,329.584,2,0.2,37.0782,0,0,0,1,0,1,0,1,0,0,0,0,0,1
5353,87.28,8,0.0,41.0216,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5354,279.456,6,0.2,20.9592,0,0,0,1,0,1,0,0,0,0,1,1,0,0
5355,8.0,2,0.0,3.84,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5356,27.24,5,0.2,9.534,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5357,16.36,1,0.0,1.636,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5358,15.78,2,0.0,0.6312,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5359,45.98,2,0.0,12.8744,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5360,198.272,8,0.2,-32.2192,0,0,0,1,0,1,0,0,0,1,0,1,0,0
5361,720.76,5,0.2,54.057,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5362,70.56,6,0.0,23.9904,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5363,81.96,2,0.0,22.9488,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5364,64.864,4,0.2,6.4864,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5365,151.192,1,0.2,13.2293,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5366,88.776,3,0.2,7.7679,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5367,11.56,4,0.0,5.4332,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5368,15.58,1,0.0,3.895,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5369,85.056,3,0.2,28.7064,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5370,273.96,2,0.0,71.2296,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5371,306.9,3,0.0,79.794,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5372,15.552,3,0.2,5.4432,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5373,347.361,7,0.3,-69.4722,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5374,10.368,2,0.2,3.6288,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5375,98.16,6,0.0,9.816,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5376,31.44,3,0.0,7.86,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5377,348.488,7,0.2,117.6147,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5378,172.736,4,0.2,-30.2288,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5379,15.54,3,0.0,7.6146,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5380,105.552,6,0.2,35.6238,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5381,25.92,5,0.2,9.072,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5382,15.808,8,0.2,5.3352,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5383,10.368,2,0.2,3.7584,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5384,358.2,3,0.4,41.79,0,0,0,1,1,0,0,0,1,0,0,0,0,1
5385,545.916,14,0.4,72.7888,0,0,0,1,1,0,0,0,1,0,0,0,0,1
5386,40.41,9,0.0,18.5886,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5387,167.976,3,0.2,10.4985,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5388,109.53,3,0.0,47.0979,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5389,9.82,2,0.0,4.8118,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5390,26.352,3,0.2,9.5526,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5391,22.5,6,0.0,10.8,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5392,9.96,2,0.0,4.5816,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5393,213.08,7,0.0,102.2784,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5394,1025.88,6,0.0,235.9524,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5395,21.98,7,0.0,9.891,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5396,63.2,5,0.0,23.384,0,1,0,0,0,1,0,0,0,0,1,1,0,0
5397,39.0,12,0.0,11.31,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5398,2.907,3,0.7,-2.0349,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5399,556.665,5,0.15,6.549,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5400,71.98,2,0.0,15.1158,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5401,79.98,2,0.0,26.3934,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5402,24.672,4,0.2,7.71,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5403,3.744,1,0.2,1.3104,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5404,445.96,5,0.2,55.745,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5405,36.24,1,0.0,15.2208,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5406,10.65,3,0.0,5.0055,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5407,87.92,4,0.0,40.4432,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5408,22.424,1,0.2,8.409,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5409,90.48,3,0.2,33.93,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5410,42.76,1,0.0,11.1176,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5411,10.08,7,0.2,3.528,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5412,101.34,3,0.0,8.1072,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5413,224.75,5,0.0,62.93,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5414,73.176,6,0.8,-197.5752,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5415,20.736,4,0.2,7.2576,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5416,39.984,2,0.2,-8.9964,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5417,15.36,2,0.0,7.68,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5418,36.288,7,0.2,12.7008,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5419,150.384,2,0.2,15.0384,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5420,280.782,3,0.4,-60.8361,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5421,31.984,2,0.2,1.1994,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5422,11.232,3,0.2,3.9312,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5423,26.4,5,0.0,11.88,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5424,3.52,2,0.0,1.0208,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5425,1649.95,5,0.0,659.98,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5426,111.9,6,0.0,51.474,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5427,599.165,5,0.15,35.245,0,1,0,0,0,0,1,0,0,0,1,1,0,0
5428,46.53,3,0.0,12.0978,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5429,31.984,2,0.2,1.999,1,0,0,0,1,0,0,0,0,1,0,1,0,0
5430,161.568,2,0.2,16.1568,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5431,4.064,1,0.2,1.3716,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5432,6.216,4,0.7,-4.9728,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5433,8.896,4,0.2,0.6672,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5434,1640.7,5,0.0,459.396,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5435,270.0,3,0.0,97.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1
5436,19.52,2,0.2,5.368,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5437,9.81,5,0.7,-6.867,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5438,213.216,3,0.2,15.9912,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5439,588.784,2,0.2,183.995,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5440,2.064,1,0.2,0.1548,0,0,1,0,1,0,0,0,0,1,0,0,1,0
5441,6.368,2,0.2,2.388,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5442,99.6,1,0.0,36.852,0,0,0,1,1,0,0,0,1,0,0,0,0,1
5443,62.296,13,0.2,21.0249,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5444,10.71,3,0.0,2.7846,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5445,20.936,1,0.2,7.0659,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5446,33.0,6,0.0,8.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5447,249.95,5,0.0,87.4825,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5448,357.93,3,0.0,7.1586,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5449,57.4,5,0.0,10.906,0,0,0,1,0,0,1,1,0,0,0,0,0,1
5450,331.96,2,0.0,149.382,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5451,40.56,2,0.0,12.9792,0,0,0,1,0,0,1,1,0,0,0,1,0,0
5452,86.2,5,0.0,24.998,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5453,38.016,6,0.2,13.7808,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5454,8.384,1,0.2,0.7336,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5455,6.848,2,0.2,0.7704,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5456,19.6,5,0.0,9.604,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5457,68.46,2,0.0,20.538,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5458,13.344,6,0.2,4.3368,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5459,1478.272,8,0.2,92.392,0,0,1,0,1,0,0,0,0,0,1,1,0,0
5460,16.272,1,0.2,-3.8646,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5461,9.24,3,0.0,4.4352,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5462,32.34,10,0.7,-23.716,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5463,56.064,4,0.2,19.6224,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5464,108.72,5,0.2,36.693,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5465,181.47,5,0.7,-320.597,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5466,16.176,3,0.2,6.066,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5467,122.352,3,0.2,13.7646,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5468,585.552,3,0.2,73.194,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5469,19.44,3,0.0,9.3312,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5470,123.92,5,0.2,9.294,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5471,13.36,5,0.2,4.008,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5472,78.256,2,0.2,-17.6076,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5473,102.018,7,0.7,-183.6324,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5474,750.68,2,0.0,37.534,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5475,44.4,3,0.0,22.2,1,0,0,0,0,0,1,1,0,0,0,0,1,0
5476,84.55,5,0.0,22.8285,1,0,0,0,0,0,1,1,0,0,0,0,1,0
5477,17.94,3,0.0,8.7906,1,0,0,0,0,0,1,1,0,0,0,0,1,0
5478,128.4,3,0.0,62.916,0,0,0,1,1,0,0,0,1,0,0,0,1,0
5479,1.869,1,0.7,-1.3083,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5480,103.192,1,0.2,11.6091,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5481,36.0,2,0.0,6.48,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5482,239.96,4,0.0,115.1808,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5483,40.68,2,0.0,0.4068,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5484,419.136,4,0.2,-68.1096,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5485,23.472,3,0.2,7.6284,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5486,3.592,4,0.8,-6.286,0,0,0,1,0,0,1,1,0,0,0,0,1,0
5487,23.976,3,0.2,-5.6943,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5488,6.264,3,0.2,2.0358,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5489,20.808,3,0.2,1.8207,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5490,218.352,3,0.2,-19.1058,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5491,18.16,2,0.2,1.816,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5492,7.36,2,0.0,0.1472,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5493,41.4,4,0.0,19.872,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5494,411.332,4,0.15,-4.8392,0,1,0,0,0,0,1,0,0,0,1,1,0,0
5495,7.656,4,0.7,-6.1248,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5496,63.92,2,0.2,19.176,0,0,0,1,1,0,0,0,1,0,0,0,0,1
5497,6.56,2,0.0,1.9024,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5498,7.83,3,0.0,3.6018,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5499,41.9,2,0.0,8.799,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5500,664.146,6,0.1,88.5528,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5501,8.96,2,0.0,4.3904,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5502,3.312,1,0.2,0.6624,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5503,20.136,3,0.2,1.2585,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5504,8.856,3,0.2,2.8782,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5505,859.2,4,0.4,-186.16,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5506,61.96,2,0.0,27.882,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5507,17.92,4,0.0,8.6016,0,0,0,1,1,0,0,0,0,1,0,0,1,0
5508,145.9,5,0.0,62.737,0,0,0,1,1,0,0,0,0,0,1,1,0,0
5509,56.704,2,0.2,19.1376,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5510,11.12,2,0.2,3.475,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5511,32.896,4,0.2,11.1024,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5512,22.776,3,0.2,7.6869,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5513,239.97,3,0.0,2.3997,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5514,160.32,2,0.0,44.8896,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5515,128.85,3,0.0,3.8655,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5516,1319.96,4,0.0,527.984,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5517,239.96,10,0.3,-10.284,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5518,54.768,2,0.2,6.846,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5519,13.392,3,0.2,3.1806,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5520,23.92,5,0.2,8.671,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5521,255.968,4,0.2,-28.7964,0,0,0,1,0,1,0,0,1,0,0,0,0,1
5522,21.552,6,0.2,7.0044,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5523,58.24,4,0.0,15.7248,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5524,80.28,12,0.0,36.9288,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5525,9.78,2,0.0,4.0098,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5526,1.81,1,0.0,0.6516,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5527,37.94,2,0.0,18.2112,1,0,0,0,0,0,1,0,1,0,0,0,1,0
5528,79.96,5,0.2,27.986,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5529,115.296,3,0.2,40.3536,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5530,2479.96,4,0.0,743.988,0,0,0,1,1,0,0,1,0,0,0,0,0,1
5531,179.94,6,0.0,75.5748,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5532,26.85,3,0.0,5.1015,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5533,323.37,3,0.0,129.348,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5534,59.94,3,0.0,28.1718,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5535,64.14,3,0.0,30.7872,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5536,11.67,3,0.0,5.6016,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5537,12.96,2,0.0,6.2208,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5538,17.43,3,0.0,8.0178,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5539,181.986,2,0.3,-54.5958,0,0,0,1,1,0,0,1,0,0,0,1,0,0
5540,1.592,2,0.8,-2.6268,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5541,22.344,3,0.2,2.5137,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5542,455.97,6,0.5,-218.8656,0,0,0,1,0,1,0,0,0,0,1,1,0,0
5543,10.44,6,0.7,-7.656,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5544,5.214,2,0.7,-4.1712,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5545,67.4,5,0.0,17.524,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5546,25.16,2,0.0,10.5672,1,0,0,0,1,0,0,0,0,0,1,1,0,0
5547,126.56,4,0.2,47.46,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5548,43.68,3,0.0,11.7936,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5549,139.93,7,0.0,34.9825,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5550,2.672,1,0.2,0.334,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5551,16.656,6,0.2,-3.123,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5552,79.512,3,0.2,20.8719,0,0,0,1,0,1,0,1,0,0,0,0,0,1
5553,36.288,7,0.2,12.7008,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5554,67.9932,1,0.32,-12.9987,0,0,0,1,0,1,0,1,0,0,0,1,0,0
5555,10.16,2,0.0,3.4544,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5556,6.16,2,0.0,1.9712,0,0,0,1,0,1,0,0,0,1,0,1,0,0
5557,56.3,2,0.0,15.764,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5558,6.48,1,0.0,3.1104,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5559,1325.85,5,0.0,238.653,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5560,14.94,3,0.0,6.8724,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5561,34.54,1,0.0,17.27,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5562,2999.95,5,0.0,1439.976,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5563,64.12,4,0.0,30.7776,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5564,19.456,4,0.2,2.1888,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5565,209.986,2,0.3,8.9994,0,1,0,0,0,0,1,1,0,0,0,0,0,1
5566,29.76,5,0.2,1.86,0,1,0,0,0,0,1,1,0,0,0,0,1,0
